county, state, country, county_full
"Kenedy","TX","US","Kenedy County"
"Kennebec","ME","US","Kennebec County"
"Kenosha","WI","US","Kenosha County"
"Kent","DE","US","Kent County"
"Kent","MD","US","Kent County"
"Kent","MI","US","Kent County"
"Kent","RI","US","Kent County"
"Kent","TX","US","Kent County"
"Kenton","KY","US","Kenton County"
"Keokuk","IA","US","Keokuk County"
"Kern","CA","US","Kern County"
"Kerr","TX","US","Kerr County"
"Kershaw","SC","US","Kershaw County"
"Ketchikan Gateway","AK","US","Ketchikan Gateway Borough"
"Kewaunee","WI","US","Kewaunee County"
"Keweenaw","MI","US","Keweenaw County"
"Keya Paha","NE","US","Keya Paha County"
"Kidder","ND","US","Kidder County"
"Kimball","NE","US","Kimball County"
"Kimble","TX","US","Kimble County"
"King","TX","US","King County"
"King","WA","US","King County"
"King and Queen","VA","US","King and Queen County"
"King George","VA","US","King George County"
"King William","VA","US","King William County"
"Kingfisher","OK","US","Kingfisher County"
"Kingman","KS","US","Kingman County"
"Kings","CA","US","Kings County"
"Kings","NY","US","Kings County"
"Kingsbury","SD","US","Kingsbury County"
"Kinney","TX","US","Kinney County"
"Kiowa","CO","US","Kiowa County"
"Kiowa","KS","US","Kiowa County"
"Kiowa","OK","US","Kiowa County"
"Kit Carson","CO","US","Kit Carson County"
"Kitsap","WA","US","Kitsap County"
"Kittitas","WA","US","Kittitas County"
"Kittson","MN","US","Kittson County"
"Klamath","OR","US","Klamath County"
"Kleberg","TX","US","Kleberg County"
"Klickitat","WA","US","Klickitat County"
"Knott","KY","US","Knott County"
"Knox","IL","US","Knox County"
"Knox","IN","US","Knox County"
"Knox","KY","US","Knox County"
"Knox","ME","US","Knox County"
"Knox","MO","US","Knox County"
"Knox","NE","US","Knox County"
"Knox","OH","US","Knox County"
"Knox","TN","US","Knox County"
"Knox","TX","US","Knox County"
"Kodiak Island","AK","US","Kodiak Island Borough"
"Koochiching","MN","US","Koochiching County"
"Kootenai","ID","US","Kootenai County"
"Kosciusko","IN","US","Kosciusko County"
"Kossuth","IA","US","Kossuth County"
"Kusilvak","AK","US","Kusilvak Census Area"
"La Crosse","WI","US","La Crosse County"
"La Paz","AZ","US","La Paz County"
"La Plata","CO","US","La Plata County"
"La Salle","TX","US","La Salle County"
"Labette","KS","US","Labette County"
"Lac qui Parle","MN","US","Lac qui Parle County"
"Lackawanna","PA","US","Lackawanna County"
"Laclede","MO","US","Laclede County"
"Lafayette","AR","US","Lafayette County"
"Lafayette","FL","US","Lafayette County"
"Lafayette","LA","US","Lafayette Parish"
"Lafayette","MO","US","Lafayette County"
"Lafayette","MS","US","Lafayette County"
"Lafayette","WI","US","Lafayette County"
"Lafourche","LA","US","Lafourche Parish"
"LaGrange","IN","US","LaGrange County"
"Lajas","PR","US","Lajas Municipio"
"Lake","CA","US","Lake County"
"Lake","CO","US","Lake County"
"Lake","FL","US","Lake County"
"Lake","IL","US","Lake County"
"Lake","IN","US","Lake County"
"Lake","MI","US","Lake County"
"Lake","MN","US","Lake County"
"Lake","MT","US","Lake County"
"Lake","OH","US","Lake County"
"Lake","OR","US","Lake County"
"Lake","SD","US","Lake County"
"Lake","TN","US","Lake County"
"Lake and Peninsula","AK","US","Lake and Peninsula Borough"
"Lake of the Woods","MN","US","Lake of the Woods County"
"Lamar","AL","US","Lamar County"
"Lamar","GA","US","Lamar County"
"Lamar","MS","US","Lamar County"
"Lamar","TX","US","Lamar County"
"Lamb","TX","US","Lamb County"
"Lamoille","VT","US","Lamoille County"
"LaMoure","ND","US","LaMoure County"
"Lampasas","TX","US","Lampasas County"
"Lancaster","NE","US","Lancaster County"
"Lancaster","PA","US","Lancaster County"
"Lancaster","SC","US","Lancaster County"
"Lancaster","VA","US","Lancaster County"
"Lander","NV","US","Lander County"
"Lane","KS","US","Lane County"
"Lane","OR","US","Lane County"
"Langlade","WI","US","Langlade County"
"Lanier","GA","US","Lanier County"
"Lapeer","MI","US","Lapeer County"
"LaPorte","IN","US","LaPorte County"
"Laramie","WY","US","Laramie County"
"Lares","PR","US","Lares Municipio"
"Larimer","CO","US","Larimer County"
"Larue","KY","US","Larue County"
"Las Animas","CO","US","Las Animas County"
"Las Marías","PR","US","Las Marías Municipio"
"Las Piedras","PR","US","Las Piedras Municipio"
"LaSalle","IL","US","LaSalle County"
"LaSalle","LA","US","LaSalle Parish"
"Lassen","CA","US","Lassen County"
"Latah","ID","US","Latah County"
"Latimer","OK","US","Latimer County"
"Lauderdale","AL","US","Lauderdale County"
"Lauderdale","MS","US","Lauderdale County"
"Lauderdale","TN","US","Lauderdale County"
"Laurel","KY","US","Laurel County"
"Laurens","GA","US","Laurens County"
"Laurens","SC","US","Laurens County"
"Lavaca","TX","US","Lavaca County"
"Lawrence","AL","US","Lawrence County"
"Lawrence","AR","US","Lawrence County"
"Lawrence","IL","US","Lawrence County"
"Lawrence","IN","US","Lawrence County"
"Lawrence","KY","US","Lawrence County"
"Lawrence","MO","US","Lawrence County"
"Lawrence","MS","US","Lawrence County"
"Lawrence","OH","US","Lawrence County"
"Lawrence","PA","US","Lawrence County"
"Lawrence","SD","US","Lawrence County"
"Lawrence","TN","US","Lawrence County"
"Le Flore","OK","US","Le Flore County"
"Le Sueur","MN","US","Le Sueur County"
"Lea","NM","US","Lea County"
"Leake","MS","US","Leake County"
"Leavenworth","KS","US","Leavenworth County"
"Lebanon","PA","US","Lebanon County"
"Lee","AL","US","Lee County"
"Lee","AR","US","Lee County"
"Lee","FL","US","Lee County"
"Lee","GA","US","Lee County"
"Lee","IA","US","Lee County"
"Lee","IL","US","Lee County"
"Lee","KY","US","Lee County"
"Lee","MS","US","Lee County"
"Lee","NC","US","Lee County"
"Lee","SC","US","Lee County"
"Lee","TX","US","Lee County"
"Lee","VA","US","Lee County"
"Leelanau","MI","US","Leelanau County"
"Leflore","MS","US","Leflore County"
"Lehigh","PA","US","Lehigh County"
"Lemhi","ID","US","Lemhi County"
"Lenawee","MI","US","Lenawee County"
"Lenoir","NC","US","Lenoir County"
"Leon","FL","US","Leon County"
"Leon","TX","US","Leon County"
"Leslie","KY","US","Leslie County"
"Letcher","KY","US","Letcher County"
"Levy","FL","US","Levy County"
"Lewis","ID","US","Lewis County"
"Lewis","KY","US","Lewis County"
"Lewis","MO","US","Lewis County"
"Lewis","NY","US","Lewis County"
"Lewis","TN","US","Lewis County"
"Lewis","WA","US","Lewis County"
"Lewis","WV","US","Lewis County"
"Lewis and Clark","MT","US","Lewis and Clark County"
"Lexington","SC","US","Lexington County"
"Lexington","VA","US","Lexington city"
"Liberty","FL","US","Liberty County"
"Liberty","GA","US","Liberty County"
"Liberty","MT","US","Liberty County"
"Liberty","TX","US","Liberty County"
"Licking","OH","US","Licking County"
"Limestone","AL","US","Limestone County"
"Limestone","TX","US","Limestone County"
"Lincoln","AR","US","Lincoln County"
"Lincoln","CO","US","Lincoln County"
"Lincoln","GA","US","Lincoln County"
"Lincoln","ID","US","Lincoln County"
"Lincoln","KS","US","Lincoln County"
"Lincoln","KY","US","Lincoln County"
"Lincoln","LA","US","Lincoln Parish"
"Lincoln","ME","US","Lincoln County"
"Lincoln","MN","US","Lincoln County"
"Lincoln","MO","US","Lincoln County"
"Lincoln","MS","US","Lincoln County"
"Lincoln","MT","US","Lincoln County"
"Lincoln","NC","US","Lincoln County"
"Lincoln","NE","US","Lincoln County"
"Lincoln","NM","US","Lincoln County"
"Lincoln","NV","US","Lincoln County"
"Lincoln","OK","US","Lincoln County"
"Lincoln","OR","US","Lincoln County"
"Lincoln","SD","US","Lincoln County"
"Lincoln","TN","US","Lincoln County"
"Lincoln","WA","US","Lincoln County"
"Lincoln","WI","US","Lincoln County"
"Lincoln","WV","US","Lincoln County"
"Lincoln","WY","US","Lincoln County"
"Linn","IA","US","Linn County"
"Linn","KS","US","Linn County"
"Linn","MO","US","Linn County"
"Linn","OR","US","Linn County"
"Lipscomb","TX","US","Lipscomb County"
"Litchfield","CT","US","Litchfield County"
"Little River","AR","US","Little River County"
"Live Oak","TX","US","Live Oak County"
"Livingston","IL","US","Livingston County"
"Livingston","KY","US","Livingston County"
"Livingston","LA","US","Livingston Parish"
"Livingston","MI","US","Livingston County"
"Livingston","MO","US","Livingston County"
"Livingston","NY","US","Livingston County"
"Llano","TX","US","Llano County"
"Logan","AR","US","Logan County"
"Logan","CO","US","Logan County"
"Logan","IL","US","Logan County"
"Logan","KS","US","Logan County"
"Logan","KY","US","Logan County"
"Logan","ND","US","Logan County"
"Logan","NE","US","Logan County"
"Logan","OH","US","Logan County"
"Logan","OK","US","Logan County"
"Logan","WV","US","Logan County"
"Loíza","PR","US","Loíza Municipio"
"Long","GA","US","Long County"
"Lonoke","AR","US","Lonoke County"
"Lorain","OH","US","Lorain County"
"Los Alamos","NM","US","Los Alamos County"
"Los Angeles","CA","US","Los Angeles County"
"Loudon","TN","US","Loudon County"
"Loudoun","VA","US","Loudoun County"
"Louisa","IA","US","Louisa County"
"Louisa","VA","US","Louisa County"
"Loup","NE","US","Loup County"
"Love","OK","US","Love County"
"Loving","TX","US","Loving County"
"Lowndes","AL","US","Lowndes County"
"Lowndes","GA","US","Lowndes County"
"Lowndes","MS","US","Lowndes County"
"Lubbock","TX","US","Lubbock County"
"Lucas","IA","US","Lucas County"
"Lucas","OH","US","Lucas County"
"Luce","MI","US","Luce County"
"Lumpkin","GA","US","Lumpkin County"
"Luna","NM","US","Luna County"
"Lunenburg","VA","US","Lunenburg County"
"Luquillo","PR","US","Luquillo Municipio"
"Luzerne","PA","US","Luzerne County"
"Lycoming","PA","US","Lycoming County"
"Lyman","SD","US","Lyman County"
"Lynchburg","VA","US","Lynchburg city"
"Lynn","TX","US","Lynn County"
"Lyon","IA","US","Lyon County"
"Lyon","KS","US","Lyon County"
"Lyon","KY","US","Lyon County"
"Lyon","MN","US","Lyon County"
"Lyon","NV","US","Lyon County"
"Mackinac","MI","US","Mackinac County"
"Macomb","MI","US","Macomb County"
"Macon","AL","US","Macon County"
"Macon","GA","US","Macon County"
"Macon","IL","US","Macon County"
"Macon","MO","US","Macon County"
"Macon","NC","US","Macon County"
"Macon","TN","US","Macon County"
"Macoupin","IL","US","Macoupin County"
"Madera","CA","US","Madera County"
"Madison","AL","US","Madison County"
"Madison","AR","US","Madison County"
"Madison","FL","US","Madison County"
"Madison","GA","US","Madison County"
"Madison","IA","US","Madison County"
"Madison","ID","US","Madison County"
"Madison","IL","US","Madison County"
"Madison","IN","US","Madison County"
"Madison","KY","US","Madison County"
"Madison","LA","US","Madison Parish"
"Madison","MO","US","Madison County"
"Madison","MS","US","Madison County"
"Madison","MT","US","Madison County"
"Madison","NC","US","Madison County"
"Madison","NE","US","Madison County"
"Madison","NY","US","Madison County"
"Madison","OH","US","Madison County"
"Madison","TN","US","Madison County"
"Madison","TX","US","Madison County"
"Madison","VA","US","Madison County"
"Magoffin","KY","US","Magoffin County"
"Mahaska","IA","US","Mahaska County"
"Mahnomen","MN","US","Mahnomen County"
"Mahoning","OH","US","Mahoning County"
"Major","OK","US","Major County"
"Malheur","OR","US","Malheur County"
"Manassas","VA","US","Manassas city"
"Manassas Park","VA","US","Manassas Park city"
"Manatee","FL","US","Manatee County"
"Manatí","PR","US","Manatí Municipio"
"Manistee","MI","US","Manistee County"
"Manitowoc","WI","US","Manitowoc County"
"Manu'a","AS","US","Manu'a District"
"Marathon","WI","US","Marathon County"
"Marengo","AL","US","Marengo County"
"Maricao","PR","US","Maricao Municipio"
"Maricopa","AZ","US","Maricopa County"
"Maries","MO","US","Maries County"
"Marin","CA","US","Marin County"
"Marinette","WI","US","Marinette County"
"Marion","AL","US","Marion County"
"Marion","AR","US","Marion County"
"Marion","FL","US","Marion County"
"Marion","GA","US","Marion County"
"Marion","IA","US","Marion County"
"Marion","IL","US","Marion County"
"Marion","IN","US","Marion County"
"Marion","KS","US","Marion County"
"Marion","KY","US","Marion County"
"Marion","MO","US","Marion County"
"Marion","MS","US","Marion County"
"Marion","OH","US","Marion County"
"Marion","OR","US","Marion County"
"Marion","SC","US","Marion County"
"Marion","TN","US","Marion County"
"Marion","TX","US","Marion County"
"Marion","WV","US","Marion County"
"Mariposa","CA","US","Mariposa County"
"Marlboro","SC","US","Marlboro County"
"Marquette","MI","US","Marquette County"
"Marquette","WI","US","Marquette County"
"Marshall","AL","US","Marshall County"
"Marshall","IA","US","Marshall County"
"Marshall","IL","US","Marshall County"
"Marshall","IN","US","Marshall County"
"Marshall","KS","US","Marshall County"
"Marshall","KY","US","Marshall County"
"Marshall","MN","US","Marshall County"
"Marshall","MS","US","Marshall County"
"Marshall","OK","US","Marshall County"
"Marshall","SD","US","Marshall County"
"Marshall","TN","US","Marshall County"
"Marshall","WV","US","Marshall County"
"Martin","FL","US","Martin County"
"Martin","IN","US","Martin County"
"Martin","KY","US","Martin County"
"Martin","MN","US","Martin County"
"Martin","NC","US","Martin County"
"Martin","TX","US","Martin County"
"Martinsville","VA","US","Martinsville city"
"Mason","IL","US","Mason County"
"Mason","KY","US","Mason County"
"Mason","MI","US","Mason County"
"Mason","TX","US","Mason County"
"Mason","WA","US","Mason County"
"Mason","WV","US","Mason County"
"Massac","IL","US","Massac County"
"Matagorda","TX","US","Matagorda County"
"Matanuska-Susitna","AK","US","Matanuska-Susitna Borough"
"Mathews","VA","US","Mathews County"
"Maui","HI","US","Maui County"
"Maunabo","PR","US","Maunabo Municipio"
"Maury","TN","US","Maury County"
"Maverick","TX","US","Maverick County"
"Mayagüez","PR","US","Mayagüez Municipio"
"Mayes","OK","US","Mayes County"
"McClain","OK","US","McClain County"
"McCone","MT","US","McCone County"
"McCook","SD","US","McCook County"
"McCormick","SC","US","McCormick County"
"McCracken","KY","US","McCracken County"
"McCreary","KY","US","McCreary County"
"McCulloch","TX","US","McCulloch County"
"McCurtain","OK","US","McCurtain County"
"McDonald","MO","US","McDonald County"
"McDonough","IL","US","McDonough County"
"McDowell","NC","US","McDowell County"
"McDowell","WV","US","McDowell County"
"McDuffie","GA","US","McDuffie County"
"McHenry","IL","US","McHenry County"
"McHenry","ND","US","McHenry County"
"McIntosh","GA","US","McIntosh County"
"McIntosh","ND","US","McIntosh County"
"McIntosh","OK","US","McIntosh County"
"McKean","PA","US","McKean County"
"McKenzie","ND","US","McKenzie County"
"McKinley","NM","US","McKinley County"
"McLean","IL","US","McLean County"
"McLean","KY","US","McLean County"
"McLean","ND","US","McLean County"
"McLennan","TX","US","McLennan County"
"McLeod","MN","US","McLeod County"
"McMinn","TN","US","McMinn County"
"McMullen","TX","US","McMullen County"
"McNairy","TN","US","McNairy County"
"McPherson","KS","US","McPherson County"
"McPherson","NE","US","McPherson County"
"McPherson","SD","US","McPherson County"
"Meade","KS","US","Meade County"
"Meade","KY","US","Meade County"
"Meade","SD","US","Meade County"
"Meagher","MT","US","Meagher County"
"Mecklenburg","NC","US","Mecklenburg County"
"Mecklenburg","VA","US","Mecklenburg County"
"Mecosta","MI","US","Mecosta County"
"Medina","OH","US","Medina County"
"Medina","TX","US","Medina County"
"Meeker","MN","US","Meeker County"
"Meigs","OH","US","Meigs County"
"Meigs","TN","US","Meigs County"
"Mellette","SD","US","Mellette County"
"Menard","IL","US","Menard County"
"Menard","TX","US","Menard County"
"Mendocino","CA","US","Mendocino County"
"Menifee","KY","US","Menifee County"
"Menominee","MI","US","Menominee County"
"Menominee","WI","US","Menominee County"
"Merced","CA","US","Merced County"
"Mercer","IL","US","Mercer County"
"Mercer","KY","US","Mercer County"
"Mercer","MO","US","Mercer County"
"Mercer","ND","US","Mercer County"
"Mercer","NJ","US","Mercer County"
"Mercer","OH","US","Mercer County"
"Mercer","PA","US","Mercer County"
"Mercer","WV","US","Mercer County"
"Meriwether","GA","US","Meriwether County"
"Merrick","NE","US","Merrick County"
"Merrimack","NH","US","Merrimack County"
"Mesa","CO","US","Mesa County"
"Metcalfe","KY","US","Metcalfe County"
"Miami","IN","US","Miami County"
"Miami","KS","US","Miami County"
"Miami","OH","US","Miami County"
"Miami-Dade","FL","US","Miami-Dade County"
"Middlesex","CT","US","Middlesex County"
"Middlesex","MA","US","Middlesex County"
"Middlesex","NJ","US","Middlesex County"
"Middlesex","VA","US","Middlesex County"
"Midland","MI","US","Midland County"
"Midland","TX","US","Midland County"
"Mifflin","PA","US","Mifflin County"
"Milam","TX","US","Milam County"
"Millard","UT","US","Millard County"
"Mille Lacs","MN","US","Mille Lacs County"
"Miller","AR","US","Miller County"
"Miller","GA","US","Miller County"
"Miller","MO","US","Miller County"
"Mills","IA","US","Mills County"
"Mills","TX","US","Mills County"
"Milwaukee","WI","US","Milwaukee County"
"Miner","SD","US","Miner County"
"Mineral","CO","US","Mineral County"
"Mineral","MT","US","Mineral County"
"Mineral","NV","US","Mineral County"
"Mineral","WV","US","Mineral County"
"Mingo","WV","US","Mingo County"
"Minidoka","ID","US","Minidoka County"
"Minnehaha","SD","US","Minnehaha County"
"Missaukee","MI","US","Missaukee County"
"Mississippi","AR","US","Mississippi County"
"Mississippi","MO","US","Mississippi County"
"Missoula","MT","US","Missoula County"
"Mitchell","GA","US","Mitchell County"
"Mitchell","IA","US","Mitchell County"
"Mitchell","KS","US","Mitchell County"
"Mitchell","NC","US","Mitchell County"
"Mitchell","TX","US","Mitchell County"
"Mobile","AL","US","Mobile County"
"Moca","PR","US","Moca Municipio"
"Modoc","CA","US","Modoc County"
"Moffat","CO","US","Moffat County"
"Mohave","AZ","US","Mohave County"
"Moniteau","MO","US","Moniteau County"
"Monmouth","NJ","US","Monmouth County"
"Mono","CA","US","Mono County"
"Monona","IA","US","Monona County"
"Monongalia","WV","US","Monongalia County"
"Monroe","AL","US","Monroe County"
"Monroe","AR","US","Monroe County"
"Monroe","FL","US","Monroe County"
"Monroe","GA","US","Monroe County"
"Monroe","IA","US","Monroe County"
"Monroe","IL","US","Monroe County"
"Monroe","IN","US","Monroe County"
"Monroe","KY","US","Monroe County"
"Monroe","MI","US","Monroe County"
"Monroe","MO","US","Monroe County"
"Monroe","MS","US","Monroe County"
"Monroe","NY","US","Monroe County"
"Monroe","OH","US","Monroe County"
"Monroe","PA","US","Monroe County"
"Monroe","TN","US","Monroe County"
"Monroe","WI","US","Monroe County"
"Monroe","WV","US","Monroe County"
"Montague","TX","US","Montague County"
"Montcalm","MI","US","Montcalm County"
"Monterey","CA","US","Monterey County"
"Montezuma","CO","US","Montezuma County"
"Montgomery","AL","US","Montgomery County"
"Montgomery","AR","US","Montgomery County"
"Montgomery","GA","US","Montgomery County"
"Montgomery","IA","US","Montgomery County"
"Montgomery","IL","US","Montgomery County"
"Montgomery","IN","US","Montgomery County"
"Montgomery","KS","US","Montgomery County"
"Montgomery","KY","US","Montgomery County"
"Montgomery","MD","US","Montgomery County"
"Montgomery","MO","US","Montgomery County"
"Montgomery","MS","US","Montgomery County"
"Montgomery","NC","US","Montgomery County"
"Montgomery","NY","US","Montgomery County"
"Montgomery","OH","US","Montgomery County"
"Montgomery","PA","US","Montgomery County"
"Montgomery","TN","US","Montgomery County"
"Montgomery","TX","US","Montgomery County"
"Montgomery","VA","US","Montgomery County"
"Montmorency","MI","US","Montmorency County"
"Montour","PA","US","Montour County"
"Montrose","CO","US","Montrose County"
"Moody","SD","US","Moody County"
"Moore","NC","US","Moore County"
"Moore","TN","US","Moore County"
"Moore","TX","US","Moore County"
"Mora","NM","US","Mora County"
"Morehouse","LA","US","Morehouse Parish"
"Morgan","AL","US","Morgan County"
"Morgan","CO","US","Morgan County"
"Morgan","GA","US","Morgan County"
"Morgan","IL","US","Morgan County"
"Morgan","IN","US","Morgan County"
"Morgan","KY","US","Morgan County"
"Morgan","MO","US","Morgan County"
"Morgan","OH","US","Morgan County"
"Morgan","TN","US","Morgan County"
"Morgan","UT","US","Morgan County"
"Morgan","WV","US","Morgan County"
"Morovis","PR","US","Morovis Municipio"
"Morrill","NE","US","Morrill County"
"Morris","KS","US","Morris County"
"Morris","NJ","US","Morris County"
"Morris","TX","US","Morris County"
"Morrison","MN","US","Morrison County"
"Morrow","OH","US","Morrow County"
"Morrow","OR","US","Morrow County"
"Morton","KS","US","Morton County"
"Morton","ND","US","Morton County"
"Motley","TX","US","Motley County"
"Moultrie","IL","US","Moultrie County"
"Mountrail","ND","US","Mountrail County"
"Mower","MN","US","Mower County"
"Muhlenberg","KY","US","Muhlenberg County"
"Multnomah","OR","US","Multnomah County"
"Murray","GA","US","Murray County"
"Murray","MN","US","Murray County"
"Murray","OK","US","Murray County"
"Muscatine","IA","US","Muscatine County"
"Muscogee","GA","US","Muscogee County"
"Muskegon","MI","US","Muskegon County"
"Muskingum","OH","US","Muskingum County"
"Muskogee","OK","US","Muskogee County"
"Musselshell","MT","US","Musselshell County"
"Nacogdoches","TX","US","Nacogdoches County"
"Naguabo","PR","US","Naguabo Municipio"
"Nance","NE","US","Nance County"
"Nantucket","MA","US","Nantucket County"
"Napa","CA","US","Napa County"
"Naranjito","PR","US","Naranjito Municipio"
"Nash","NC","US","Nash County"
"Nassau","FL","US","Nassau County"
"Nassau","NY","US","Nassau County"
"Natchitoches","LA","US","Natchitoches Parish"
"Natrona","WY","US","Natrona County"
"Navajo","AZ","US","Navajo County"
"Navarro","TX","US","Navarro County"
"Nelson","KY","US","Nelson County"
"Nelson","ND","US","Nelson County"
"Nelson","VA","US","Nelson County"
"Nemaha","KS","US","Nemaha County"
"Nemaha","NE","US","Nemaha County"
"Neosho","KS","US","Neosho County"
"Neshoba","MS","US","Neshoba County"
"Ness","KS","US","Ness County"
"Nevada","AR","US","Nevada County"
"Nevada","CA","US","Nevada County"
"New Castle","DE","US","New Castle County"
"New Hanover","NC","US","New Hanover County"
"New Haven","CT","US","New Haven County"
"New Kent","VA","US","New Kent County"
"New London","CT","US","New London County"
"New Madrid","MO","US","New Madrid County"
"New York","NY","US","New York County"
"Newaygo","MI","US","Newaygo County"
"Newberry","SC","US","Newberry County"
"Newport","RI","US","Newport County"
"Newport News","VA","US","Newport News city"
"Newton","AR","US","Newton County"
"Newton","GA","US","Newton County"
"Newton","IN","US","Newton County"
"Newton","MO","US","Newton County"
"Newton","MS","US","Newton County"
"Newton","TX","US","Newton County"
"Nez Perce","ID","US","Nez Perce County"
"Niagara","NY","US","Niagara County"
"Nicholas","KY","US","Nicholas County"
"Nicholas","WV","US","Nicholas County"
"Nicollet","MN","US","Nicollet County"
"Niobrara","WY","US","Niobrara County"
"Noble","IN","US","Noble County"
"Noble","OH","US","Noble County"
"Noble","OK","US","Noble County"
"Nobles","MN","US","Nobles County"
"Nodaway","MO","US","Nodaway County"
"Nolan","TX","US","Nolan County"
"Nome","AK","US","Nome Census Area"
"Norfolk","MA","US","Norfolk County"
"Norfolk","VA","US","Norfolk city"
"Norman","MN","US","Norman County"
"North Slope","AK","US","North Slope Borough"
"Northampton","NC","US","Northampton County"
"Northampton","PA","US","Northampton County"
"Northampton","VA","US","Northampton County"
"Northern Islands","MP","US","Northern Islands Municipality"
"Northumberland","PA","US","Northumberland County"
"Northumberland","VA","US","Northumberland County"
"Northwest Arctic","AK","US","Northwest Arctic Borough"
"Norton","KS","US","Norton County"
"Norton","VA","US","Norton city"
"Nottoway","VA","US","Nottoway County"
"Nowata","OK","US","Nowata County"
"Noxubee","MS","US","Noxubee County"
"Nuckolls","NE","US","Nuckolls County"
"Nueces","TX","US","Nueces County"
"Nye","NV","US","Nye County"
"O'Brien","IA","US","O'Brien County"
"Oakland","MI","US","Oakland County"
"Obion","TN","US","Obion County"
"Ocean","NJ","US","Ocean County"
"Oceana","MI","US","Oceana County"
"Ochiltree","TX","US","Ochiltree County"
"Oconee","GA","US","Oconee County"
"Oconee","SC","US","Oconee County"
"Oconto","WI","US","Oconto County"
"Ogemaw","MI","US","Ogemaw County"
"Oglala Lakota","SD","US","Oglala Lakota County"
"Ogle","IL","US","Ogle County"
"Oglethorpe","GA","US","Oglethorpe County"
"Ohio","IN","US","Ohio County"
"Ohio","KY","US","Ohio County"
"Ohio","WV","US","Ohio County"
"Okaloosa","FL","US","Okaloosa County"
"Okanogan","WA","US","Okanogan County"
"Okeechobee","FL","US","Okeechobee County"
"Okfuskee","OK","US","Okfuskee County"
"Oklahoma","OK","US","Oklahoma County"
"Okmulgee","OK","US","Okmulgee County"
"Oktibbeha","MS","US","Oktibbeha County"
"Oldham","KY","US","Oldham County"
"Oldham","TX","US","Oldham County"
"Oliver","ND","US","Oliver County"
"Olmsted","MN","US","Olmsted County"
"Oneida","ID","US","Oneida County"
"Oneida","NY","US","Oneida County"
"Oneida","WI","US","Oneida County"
"Onondaga","NY","US","Onondaga County"
"Onslow","NC","US","Onslow County"
"Ontario","NY","US","Ontario County"
"Ontonagon","MI","US","Ontonagon County"
"Orange","CA","US","Orange County"
"Orange","FL","US","Orange County"
"Orange","IN","US","Orange County"
"Orange","NC","US","Orange County"
"Orange","NY","US","Orange County"
"Orange","TX","US","Orange County"
"Orange","VA","US","Orange County"
"Orange","VT","US","Orange County"
"Orangeburg","SC","US","Orangeburg County"
"Oregon","MO","US","Oregon County"
"Orleans","LA","US","Orleans Parish"
"Orleans","NY","US","Orleans County"
"Orleans","VT","US","Orleans County"
"Orocovis","PR","US","Orocovis Municipio"
"Osage","KS","US","Osage County"
"Osage","MO","US","Osage County"
"Osage","OK","US","Osage County"
"Osborne","KS","US","Osborne County"
"Osceola","FL","US","Osceola County"
"Osceola","IA","US","Osceola County"
"Osceola","MI","US","Osceola County"
"Oscoda","MI","US","Oscoda County"
"Oswego","NY","US","Oswego County"
"Otero","CO","US","Otero County"
"Otero","NM","US","Otero County"
"Otoe","NE","US","Otoe County"
"Otsego","MI","US","Otsego County"
"Otsego","NY","US","Otsego County"
"Ottawa","KS","US","Ottawa County"
"Ottawa","MI","US","Ottawa County"
"Ottawa","OH","US","Ottawa County"
"Ottawa","OK","US","Ottawa County"
"Otter Tail","MN","US","Otter Tail County"
"Ouachita","AR","US","Ouachita County"
"Ouachita","LA","US","Ouachita Parish"
"Ouray","CO","US","Ouray County"
"Outagamie","WI","US","Outagamie County"
"Overton","TN","US","Overton County"
"Owen","IN","US","Owen County"
"Owen","KY","US","Owen County"
"Owsley","KY","US","Owsley County"
"Owyhee","ID","US","Owyhee County"
"Oxford","ME","US","Oxford County"
"Ozark","MO","US","Ozark County"
"Ozaukee","WI","US","Ozaukee County"
"Pacific","WA","US","Pacific County"
"Page","IA","US","Page County"
"Page","VA","US","Page County"
"Palm Beach","FL","US","Palm Beach County"
"Palo Alto","IA","US","Palo Alto County"
"Palo Pinto","TX","US","Palo Pinto County"
"Pamlico","NC","US","Pamlico County"
"Panola","MS","US","Panola County"
"Panola","TX","US","Panola County"
"Park","CO","US","Park County"
"Park","MT","US","Park County"
"Park","WY","US","Park County"
"Parke","IN","US","Parke County"
"Parker","TX","US","Parker County"
"Parmer","TX","US","Parmer County"
"Pasco","FL","US","Pasco County"
"Pasquotank","NC","US","Pasquotank County"
"Passaic","NJ","US","Passaic County"
"Patillas","PR","US","Patillas Municipio"
"Patrick","VA","US","Patrick County"
"Paulding","GA","US","Paulding County"
"Paulding","OH","US","Paulding County"
"Pawnee","KS","US","Pawnee County"
"Pawnee","NE","US","Pawnee County"
"Pawnee","OK","US","Pawnee County"
"Payette","ID","US","Payette County"
"Payne","OK","US","Payne County"
"Peach","GA","US","Peach County"
"Pearl River","MS","US","Pearl River County"
"Pecos","TX","US","Pecos County"
"Pembina","ND","US","Pembina County"
"Pemiscot","MO","US","Pemiscot County"
"Pend Oreille","WA","US","Pend Oreille County"
"Pender","NC","US","Pender County"
"Pendleton","KY","US","Pendleton County"
"Pendleton","WV","US","Pendleton County"
"Pennington","MN","US","Pennington County"
"Pennington","SD","US","Pennington County"
"Penobscot","ME","US","Penobscot County"
"Peñuelas","PR","US","Peñuelas Municipio"
